OTU,Kingdom,Phylum,Class,Order,Family,Genus,Label
BOTU_5414,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5414_unidentified
BOTU_5403,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,BOTU_5403_Wolinella
BOTU_5401,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_5401_Diplorickettsiaceae
BOTU_5400,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_5400_Paenibacillus
BOTU_5415,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,BOTU_5415_Gemmata
BOTU_5411,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,BOTU_5411_Chthonomonas
BOTU_5408,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,BOTU_5408_IMCC26256
BOTU_5407,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,BOTU_5407_Legionella
BOTU_5412,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_5412_0319-6G20
BOTU_5417,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5417_Gemmataceae
BOTU_5409,Bacteria,Myxococcota,Polyangia,unidentified,unidentified,unidentified,BOTU_5409_Polyangia
BOTU_5416,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_5416_Gemmatimonadaceae
BOTU_5418,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5418_Gemmataceae
BOTU_5410,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,unidentified,BOTU_5410_Reyranellaceae
BOTU_5419,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_5419_SBR1031
BOTU_5420,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_5420_Roseiflexaceae
BOTU_5421,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_5421_WD2101_soil_group
BOTU_5413,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,BOTU_5413_Sphingomonadaceae
BOTU_5423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,BOTU_5423_Methylobacterium-Methylorubrum
BOTU_5427,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,BOTU_5427_Gemmata
BOTU_5428,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,BOTU_5428_Tundrisphaera
BOTU_5426,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_5426_JG30-KF-CM45
BOTU_5424,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_5424_Diplorickettsiaceae
BOTU_5429,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,unidentified,unidentified,BOTU_5429_Thermomicrobiales
BOTU_5433,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_5433_Isosphaeraceae
BOTU_5430,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,BOTU_5430_Saccharimonadales
BOTU_5425,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,unidentified,BOTU_5425_Micropepsaceae
BOTU_5432,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5432_Gemmataceae
BOTU_5422,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,BOTU_5422_Novosphingobium
BOTU_5437,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,BOTU_5437_env.OPS_17
BOTU_5431,Bacteria,Actinobacteriota,Acidimicrobiia,unidentified,unidentified,unidentified,BOTU_5431_Acidimicrobiia
BOTU_5436,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_5436_C0119
BOTU_5435,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_5435_Acetobacteraceae
BOTU_5440,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,BOTU_5440_Chthonomonas
BOTU_5438,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_5438_Microscillaceae
BOTU_5442,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,unidentified,BOTU_5442_Leptotrichiaceae
BOTU_5452,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5452_unidentified
BOTU_5439,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,unidentified,BOTU_5439_Acidimicrobiaceae
BOTU_5450,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5450_unidentified
BOTU_5443,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,BOTU_5443_Kapabacteriales
BOTU_5447,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_5447_Roseiflexaceae
BOTU_5434,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,BOTU_5434_Actinoplanes
BOTU_5445,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,BOTU_5445_Gemmata
BOTU_5449,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unidentified,BOTU_5449_Ktedonobacteraceae
BOTU_5441,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,BOTU_5441_Phreatobacter
BOTU_5451,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5451_Gemmataceae
BOTU_5446,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_5446_Diplorickettsiaceae
BOTU_5444,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,BOTU_5444_Subgroup_10
BOTU_5448,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,BOTU_5448_Bryobacter
BOTU_5456,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Isosphaera,BOTU_5456_Isosphaera
BOTU_5455,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_5455_WD2101_soil_group
BOTU_5453,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified,BOTU_5453_Caldilineaceae
BOTU_5457,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,BOTU_5457_Chloroplast
BOTU_5461,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5461_Gemmataceae
BOTU_5460,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5460_Gemmataceae
BOTU_5458,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),BOTU_5458_SAR324_clade(Marine_group_B)
BOTU_5466,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5466_Gemmataceae
BOTU_5454,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,BOTU_5454_Candidatus_Ovatusbacter
BOTU_5467,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_5467_Isosphaeraceae
BOTU_5463,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,BOTU_5463_P3OB-42
BOTU_5464,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae,BOTU_5464_Obscuribacteraceae
BOTU_5459,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_5459_Nocardioides
BOTU_5469,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_5469_TK10
BOTU_5462,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_5462_Haliangium
BOTU_5468,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_5468_Bdellovibrio
BOTU_5465,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_5465_Diplorickettsiaceae
BOTU_5477,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5477_unidentified
BOTU_5471,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_5471_0319-6G20
BOTU_5476,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_5476_Bdellovibrio
BOTU_5470,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,BOTU_5470_Chryseobacterium
BOTU_5475,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,BOTU_5475_Pedosphaeraceae
BOTU_5472,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_5472_Acetobacteraceae
BOTU_5474,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_5474_C0119
BOTU_5479,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_5479_WD2101_soil_group
BOTU_5473,Bacteria,Armatimonadota,unidentified,unidentified,unidentified,unidentified,BOTU_5473_Armatimonadota
BOTU_5481,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_5481_Bdellovibrio
BOTU_5487,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5487_Gemmataceae
BOTU_5485,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_5485_Bdellovibrio
BOTU_5488,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5488_Gemmataceae
BOTU_5484,Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,BOTU_5484_S0134_terrestrial_group
BOTU_5478,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_5478_Elsterales
BOTU_5491,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_5491_WD2101_soil_group
BOTU_5482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,BOTU_5482_Phreatobacter
BOTU_5493,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_5493_WD2101_soil_group
BOTU_5486,Bacteria,Acidobacteriota,Acidobacteriae,unidentified,unidentified,unidentified,BOTU_5486_Acidobacteriae
BOTU_5489,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,BOTU_5489_Arcticibacter
BOTU_5490,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,BOTU_5490_Peredibacter
BOTU_5494,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5494_Gemmataceae
BOTU_5495,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,BOTU_5495_Fimbriiglobus
BOTU_5483,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,D05-2,BOTU_5483_D05-2
BOTU_5492,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_5492_TK10
BOTU_5480,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_5480_Gammaproteobacteria
BOTU_5497,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrella,BOTU_5497_Fibrella
BOTU_5496,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,BOTU_5496_Chthoniobacter
BOTU_5501,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_5501_Isosphaeraceae
BOTU_5508,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5508_unidentified
BOTU_5502,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,BOTU_5502_FFCH7168
BOTU_5499,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,unidentified,unidentified,BOTU_5499_Cytophagales
BOTU_5509,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5509_unidentified
BOTU_5498,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unidentified,BOTU_5498_Caulobacteraceae
BOTU_5500,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,unidentified,BOTU_5500_Solirubrobacteraceae
BOTU_5514,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5514_unidentified
BOTU_5503,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,BOTU_5503_Fimbriimonadaceae
BOTU_5510,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5510_Gemmataceae
BOTU_5506,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,BOTU_5506_Kapabacteriales
BOTU_5504,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_5504_Diplorickettsiaceae
BOTU_5519,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5519_unidentified
BOTU_5507,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_5507_Haliangium
BOTU_5505,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unidentified,BOTU_5505_Ilumatobacteraceae
BOTU_5511,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,BOTU_5511_Polycyclovorans
BOTU_5516,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_5516_Bdellovibrio
BOTU_5517,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,BOTU_5517_Bacteroidetes_VC2.1_Bac22
BOTU_5513,Bacteria,Armatimonadota,unidentified,unidentified,unidentified,unidentified,BOTU_5513_Armatimonadota
BOTU_5518,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae,BOTU_5518_Obscuribacteraceae
BOTU_5524,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5524_unidentified
BOTU_5527,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5527_unidentified
BOTU_5512,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_5512_Paenibacillus
BOTU_5521,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_5521_Chloroflexi
BOTU_5522,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5522_Gemmataceae
BOTU_5520,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_5520_0319-6G20
BOTU_5515,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_5515_Sphingomonas
BOTU_5523,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,BOTU_5523_Aquicella
BOTU_5534,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5534_unidentified
BOTU_5528,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,BOTU_5528_Chloroplast
BOTU_5531,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,BOTU_5531_Pirellula
BOTU_5526,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia,BOTU_5526_Sericytochromatia
BOTU_5529,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_5529_C0119
BOTU_5530,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_5530_0319-6G20
BOTU_5525,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,BOTU_5525_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
BOTU_5532,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family,BOTU_5532_Unknown_Family
BOTU_5536,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_5536_Gemmatimonadaceae
BOTU_5535,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_5535_Gemmatimonas
BOTU_5547,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5547_unidentified
BOTU_5543,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,unidentified,BOTU_5543_Phycisphaeraceae
BOTU_5537,Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j,BOTU_5537_NB1-j
BOTU_5542,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_5542_Gemmatimonas
BOTU_5538,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,BOTU_5538_YC-ZSS-LKJ147
BOTU_5539,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,BOTU_5539_P3OB-42
BOTU_5533,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unidentified,BOTU_5533_Rhodobacteraceae
BOTU_5541,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,BOTU_5541_env.OPS_17
BOTU_5548,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_5548_Isosphaeraceae
BOTU_5544,Bacteria,FCPU426,FCPU426,FCPU426,FCPU426,FCPU426,BOTU_5544_FCPU426
BOTU_5546,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,BOTU_5546_SM1A02
BOTU_5540,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5540_Bacteria
BOTU_5550,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5550_Gemmataceae
BOTU_5549,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,BOTU_5549_IMCC26256
BOTU_5545,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,BOTU_5545_Sporocytophaga
BOTU_5554,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5554_unidentified
BOTU_5551,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_5551_TK10
BOTU_5553,Bacteria,Planctomycetota,BD7-11,BD7-11,BD7-11,BD7-11,BOTU_5553_BD7-11
BOTU_5555,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5555_Gemmataceae
BOTU_5552,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_5552_C0119
BOTU_5559,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unidentified,BOTU_5559_Ktedonobacteraceae
BOTU_5558,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia,BOTU_5558_Sericytochromatia
BOTU_5556,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_5556_Gemmatimonadaceae
BOTU_5560,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,BOTU_5560_Reyranella
BOTU_5562,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,BOTU_5562_Neochlamydia
BOTU_5557,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_5557_Edaphobaculum
BOTU_5566,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5566_Gemmataceae
BOTU_5569,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,BOTU_5569_Mitochondria
BOTU_5564,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5564_Bacteria
BOTU_5561,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,unidentified,BOTU_5561_Elsteraceae
BOTU_5563,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19,BOTU_5563_Blfdi19
BOTU_5565,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,BOTU_5565_Pajaroellobacter
BOTU_5570,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5570_Gemmataceae
BOTU_5567,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_5567_Gemmatimonas
BOTU_5568,Bacteria,Armatimonadota,unidentified,unidentified,unidentified,unidentified,BOTU_5568_Armatimonadota
BOTU_5571,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,unidentified,unidentified,BOTU_5571_Vicinamibacterales
BOTU_5574,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,BOTU_5574_Kapabacteriales
BOTU_5575,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales,BOTU_5575_Omnitrophales
BOTU_5572,Bacteria,Actinobacteriota,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_5572_Thermoleophilia
BOTU_5578,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,BOTU_5578_env.OPS_17
BOTU_5582,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_5582_WD2101_soil_group
BOTU_5576,Bacteria,Elusimicrobiota,Lineage_IIa,Lineage_IIa,Lineage_IIa,Lineage_IIa,BOTU_5576_Lineage_IIa
BOTU_5580,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_5580_SBR1031
BOTU_5573,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,unidentified,BOTU_5573_Elsteraceae
BOTU_5577,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_5577_TK10
BOTU_5585,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,unidentified,BOTU_5585_Methylacidiphilaceae
BOTU_5581,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,BOTU_5581_AKYH767
BOTU_5579,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_5579_Haliangium
BOTU_5589,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_5589_A4b
BOTU_5586,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_5586_0319-6G20
BOTU_5584,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unidentified,BOTU_5584_Ilumatobacteraceae
BOTU_5587,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_5587_Gemmatimonas
BOTU_5588,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia,BOTU_5588_Sericytochromatia
BOTU_5583,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unidentified,unidentified,BOTU_5583_Rhizobiales
BOTU_5593,Bacteria,Elusimicrobiota,Lineage_IIb,Lineage_IIb,Lineage_IIb,Lineage_IIb,BOTU_5593_Lineage_IIb
BOTU_5601,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5601_unidentified
BOTU_5594,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,BOTU_5594_Fimbriimonadaceae
BOTU_5590,Bacteria,Actinobacteriota,Acidimicrobiia,unidentified,unidentified,unidentified,BOTU_5590_Acidimicrobiia
BOTU_5597,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_5597_C0119
BOTU_5592,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,BOTU_5592_Devosia
BOTU_5602,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_5602_WD2101_soil_group
BOTU_5591,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,BOTU_5591_Sulfurifustis
BOTU_5596,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,BOTU_5596_Anaeromyxobacter
BOTU_5604,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_5604_Gemmataceae
BOTU_5610,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5610_unidentified
