OTU,Kingdom,Phylum,Class,Order,Family,Genus,Label
BOTU_202,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_202_67-14
BOTU_205,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,BOTU_205_Roseisolibacter
BOTU_201,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,unidentified,BOTU_201_Solirubrobacteraceae
BOTU_199,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,BOTU_199_Rubellimicrobium
BOTU_196,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BOTU_196_Pseudomonas
BOTU_207,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_207_C0119
BOTU_197,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,BOTU_197_Bacillus
BOTU_209,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Mastigocladopsis_PCC-10914,BOTU_209_Mastigocladopsis_PCC-10914
BOTU_206,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,BOTU_206_Virgisporangium
BOTU_208,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_208_Elsterales
BOTU_213,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_213_Acetobacteraceae
BOTU_212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified,BOTU_212_Xanthobacteraceae
BOTU_210,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,BOTU_210_Kineosporia
BOTU_211,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,BOTU_211_Actinoplanes
BOTU_214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unidentified,BOTU_214_Beijerinckiaceae
BOTU_217,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacteraceae,BOTU_217_Solirubrobacteraceae
BOTU_220,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_220_67-14
BOTU_219,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,BOTU_219_Vicinamibacter
BOTU_221,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unidentified,BOTU_221_Geminicoccaceae
BOTU_215,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_215_Sphingomonas
BOTU_216,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,BOTU_216_Azoarcus
BOTU_218,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_218_Alphaproteobacteria
BOTU_223,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_223_Alphaproteobacteria
BOTU_222,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,BOTU_222_Azospirillum
BOTU_227,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,BOTU_227_BIrii41
BOTU_225,Bacteria,Chloroflexi,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,BOTU_225_Gitt-GS-136
BOTU_224,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_224_Elsterales
BOTU_233,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_233_unidentified
BOTU_226,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,BOTU_226_Streptomyces
BOTU_230,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_230_Acetobacteraceae
BOTU_228,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,BOTU_228_SC-I-84
BOTU_238,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_238_Roseiflexaceae
BOTU_231,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,BOTU_231_Flavisolibacter
BOTU_232,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,BOTU_232_Pedobacter
BOTU_229,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_229_Elsterales
BOTU_234,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_234_Solirubrobacterales
BOTU_246,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,BOTU_246_Mitochondria
BOTU_237,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,BOTU_237_Anaeromyxobacter
BOTU_242,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,unidentified,unidentified,BOTU_242_Cyanobacteriales
BOTU_235,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_235_67-14
BOTU_241,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25,BOTU_241_bacteriap25
BOTU_239,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,unidentified,BOTU_239_Intrasporangiaceae
BOTU_236,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,BOTU_236_Sphingomonadaceae
BOTU_240,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_240_Elsterales
BOTU_243,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Cystobacter,BOTU_243_Cystobacter
BOTU_245,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,BOTU_245_Streptosporangium
BOTU_244,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,BOTU_244_Actinoplanes
BOTU_247,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,BOTU_247_IMCC26256
BOTU_248,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25,BOTU_248_bacteriap25
BOTU_251,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_251_Hymenobacter
BOTU_250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,BOTU_250_Methylobacterium-Methylorubrum
BOTU_252,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_252_Gaiellales
BOTU_254,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,BOTU_254_Xanthomonas
BOTU_249,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcus,BOTU_249_Macrococcus
BOTU_255,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,unidentified,unidentified,BOTU_255_Acidobacteriales
BOTU_253,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,BOTU_253_Amycolatopsis
BOTU_256,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,BOTU_256_Tumebacillus
BOTU_259,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,BOTU_259_Gaiella
BOTU_258,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,unidentified,BOTU_258_Elsteraceae
BOTU_261,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_261_TK10
BOTU_265,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_265_Roseiflexaceae
BOTU_264,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_264_Acetobacteraceae
BOTU_262,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_262_Haliangium
BOTU_257,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_257_Elsterales
BOTU_260,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_260_Elsterales
BOTU_263,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,BOTU_263_SC-I-84
BOTU_267,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,unidentified,BOTU_267_Neisseriaceae
BOTU_266,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_266_Gaiellales
BOTU_271,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_271_Gemmatimonadaceae
BOTU_268,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,BOTU_268_Tumebacillus
BOTU_276,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_276_Roseiflexaceae
BOTU_269,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,BOTU_269_Acidibacter
BOTU_280,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,BOTU_280_Tundrisphaera
BOTU_270,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,BOTU_270_Actinoallomurus
BOTU_274,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_274_Chloroflexi
BOTU_273,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,Rokubacteriales,BOTU_273_Rokubacteriales
BOTU_279,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_279_Hymenobacter
BOTU_275,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,BOTU_275_Bryobacter
BOTU_277,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_277_Gemmatimonas
BOTU_272,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_272_67-14
BOTU_278,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,unidentified,unidentified,BOTU_278_Vicinamibacterales
BOTU_281,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_281_Alphaproteobacteria
BOTU_283,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,BOTU_283_Methylobacterium-Methylorubrum
BOTU_284,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,BOTU_284_KD4-96
BOTU_282,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,BOTU_282_Dokdonella
BOTU_287,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,BOTU_287_Craurococcus-Caldovatus
BOTU_289,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,BOTU_289_Candidatus_Solibacter
BOTU_285,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_285_67-14
BOTU_286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unidentified,BOTU_286_Hyphomicrobiaceae
BOTU_291,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,BOTU_291_Candidatus_Solibacter
BOTU_290,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,BOTU_290_Bryobacter
BOTU_297,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,unidentified,unidentified,BOTU_297_Vicinamibacterales
BOTU_288,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,BOTU_288_Devosia
BOTU_300,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_300_Gemmataceae
BOTU_296,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,BOTU_296_Methylobacterium-Methylorubrum
BOTU_293,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_293_67-14
BOTU_292,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_292_Elsterales
BOTU_303,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_303_TK10
BOTU_298,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,BOTU_298_Lysobacter
BOTU_294,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Vulcaniibacterium,BOTU_294_Vulcaniibacterium
BOTU_295,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,BOTU_295_Sphingobium
BOTU_299,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,unidentified,unidentified,BOTU_299_Frankiales
BOTU_301,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_301_Gaiellales
BOTU_302,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,BOTU_302_Rubrobacter
BOTU_306,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,BOTU_306_Nitrospira
BOTU_309,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unidentified,BOTU_309_Ktedonobacteraceae
BOTU_304,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_304_Elsterales
BOTU_307,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,BOTU_307_Candidatus_Solibacter
BOTU_305,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_305_Elsterales
BOTU_311,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_311_67-14
BOTU_310,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_310_JG30-KF-CM66
BOTU_312,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,BOTU_312_Nitrospira
BOTU_315,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_315_67-14
BOTU_308,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,BOTU_308_Altererythrobacter
BOTU_314,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,BOTU_314_Rhodoplanes
BOTU_319,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_319_Gemmatimonadaceae
BOTU_313,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,BOTU_313_Aquabacterium
BOTU_320,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,unidentified,BOTU_320_Nostocaceae
BOTU_318,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,BOTU_318_IMCC26256
BOTU_322,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_322_67-14
BOTU_316,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,BOTU_316_Streptomyces
BOTU_317,Bacteria,Actinobacteriota,Acidimicrobiia,unidentified,unidentified,unidentified,BOTU_317_Acidimicrobiia
BOTU_323,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_323_Gaiellales
BOTU_327,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_327_TK10
BOTU_321,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_321_67-14
BOTU_325,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,BOTU_325_Bryobacter
BOTU_329,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,BOTU_329_Candidatus_Udaeobacter
BOTU_324,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,unidentified,BOTU_324_Vicinamibacteraceae
BOTU_328,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_328_Gemmatimonadaceae
BOTU_331,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus_Es-Yyy1400,BOTU_331_Microcoleus_Es-Yyy1400
BOTU_326,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_326_Paenibacillus
BOTU_332,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,BOTU_332_S085
BOTU_338,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_338_SBR1031
BOTU_339,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_339_SBR1031
BOTU_330,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,unidentified,BOTU_330_Oxalobacteraceae
BOTU_334,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,BOTU_334_Candidatus_Solibacter
BOTU_333,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,24-Nov,24-Nov,BOTU_333_44889
BOTU_341,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,BOTU_341_Dyadobacter
BOTU_340,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,BOTU_340_Roseisolibacter
BOTU_335,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,BOTU_335_SC-I-84
BOTU_337,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,BOTU_337_Subgroup_7
BOTU_342,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Aetherobacter,BOTU_342_Aetherobacter
BOTU_346,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_346_67-14
BOTU_336,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_336_Elsterales
BOTU_343,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_343_Nocardioides
BOTU_347,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,BOTU_347_Bryobacter
BOTU_349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,BOTU_349_Methylobacterium-Methylorubrum
BOTU_344,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_344_Elsterales
BOTU_345,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,unidentified,BOTU_345_Methyloligellaceae
BOTU_348,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,BOTU_348_Bordetella
BOTU_351,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_351_Haliangium
BOTU_354,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,BOTU_354_Flavobacterium
BOTU_350,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_350_Gemmatimonadaceae
BOTU_355,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,BOTU_355_RB41
BOTU_356,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_356_TK10
BOTU_353,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_353_Acetobacteraceae
BOTU_352,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,BOTU_352_Cellvibrio
BOTU_365,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_365_WD2101_soil_group
BOTU_357,Bacteria,Actinobacteriota,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_357_Thermoleophilia
BOTU_362,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,BOTU_362_Candidatus_Udaeobacter
BOTU_360,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus,BOTU_360_Inquilinus
BOTU_361,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified,BOTU_361_Xanthobacteraceae
BOTU_359,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,BOTU_359_TRA3-20
BOTU_368,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_368_TK10
BOTU_358,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_358_Paenibacillaceae
BOTU_363,Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,Subgroup_5,BOTU_363_Subgroup_5
BOTU_364,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,unidentified,BOTU_364_Micromonosporaceae
BOTU_370,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_370_TK10
BOTU_367,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_367_Acetobacteraceae
BOTU_366,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,BOTU_366_Nonomuraea
BOTU_372,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,BOTU_372_Ferruginibacter
BOTU_378,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_378_Gemmataceae
BOTU_379,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,BOTU_379_FFCH7168
BOTU_375,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_375_Gaiellales
BOTU_369,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,unidentified,BOTU_369_Microbacteriaceae
BOTU_373,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,BOTU_373_Leifsonia
BOTU_377,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,BOTU_377_Segetibacter
BOTU_374,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,BOTU_374_Halomonas
BOTU_376,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,BOTU_376_MB-A2-108
BOTU_371,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,BOTU_371_Bacillus
BOTU_387,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_387_0319-6G20
BOTU_386,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_386_Niastella
BOTU_381,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,unidentified,unidentified,BOTU_381_Microtrichales
BOTU_380,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_380_Nocardioides
BOTU_389,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unidentified,BOTU_389_Ktedonobacteraceae
BOTU_383,Bacteria,Acidobacteriota,Blastocatellia,DS-100,DS-100,DS-100,BOTU_383_DS-100
BOTU_384,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,BOTU_384_Vicinamibacteraceae
BOTU_385,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unidentified,BOTU_385_Ilumatobacteraceae
BOTU_382,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,BOTU_382_Clostridium_sensu_stricto_1
BOTU_388,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,BOTU_388_Stenotrophomonas
BOTU_393,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_393_Chloroflexi
BOTU_392,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_392_Gemmatimonadaceae
BOTU_398,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_398_Roseiflexaceae
BOTU_394,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_394_Chitinophagaceae
